descricao,Categoria
CONJUNTO JUNTA DE VEDACAO COM 8 PEÇAS EM PAPELAO HIDRAULICO TEADIT 1041 - SEM AMIANTO CONTENDO FIBRAS DE CELULOSE E CARGAS REFORCANTES LIGADAS COM BORRACHA NBR. PARA VEDACAO AR/OLEO NOS COMPRESSORES DE AR MSW60MAX e MSWV80MAX. EMBALADOS EM CARTELA DE PAPELAO ----------------------------------------------------------- REVISAO SCHULZ MAR/ABR 2015 ------------------------------------------------------------------------- KIT DE JUNTAS CARTER (MSW60MAX e MSWV80MAX) NAO AMIANTO NO MATERIAL NA1041 (TEADIT)COM DIMENSOES CONFORME DESENHOS: 60091501 (5PC) 60091504 (1PC) 60091506 (1PC) 60091515 (1PC)* JUNTA CARTER NAO AMIANTO.,Embalagem
CONJUNTO JUNTAS DE CARTAO/PAPELAO ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) COM 02 PEÇAS. FABRICANTE LUTIAN. KIT JUNTA DO SILENCIADOR COMPOSTO POR: 01 PC - JUNTA DO SILENCIOSO - COD. 01.01.10.024.005 01 PC - JUNTA INFERIOR DO SILENCIOSO - COD. 01.01.10.999.002 MUFFLER GASKET SET WITH: 01 PC - MUFFLER GASKET - COD. 01.01.10.024.005 01 PC - LOWER GASKET MUFFLER - COD - 01.01.10.999.002 APLICACAO: MOTOR A GASOLINA MGS8/MGS13 - 038.0202-0/038.0203-0 FABRICANTE: LUTIAN,Embalagem
CX.DE PAPELAO P/ HIDROLAVADORA 64/66(EXP.)N160,Embalagem
"CX.PAPELAO C-LEVE 10"" LINHA OURO 1UN",Embalagem
"CX.PAPELAO DISCO MULTICORTE 12""",Embalagem
"CX.PAPELAO DISCO MULTICORTE 12"" 5UN",Embalagem
"CX.PAPELAO DISCO MULTICORTE 14"" 5UN",Embalagem
CX.PAPELAO MULTICORTE PRATICA EM ACO,Embalagem
CX.PAPELAO TORNO BANCADA NR.2 SOMAR,Embalagem
CX.PAPELAO TORNO BANCADA NR.5 SOMAR,Embalagem
CX.PAPELAO TORNO BANCADA NR.5 TOP LINE - SCHULZ,Embalagem
CX.PAPELAO TORNO BANCADA NR.6 TOP LINE - SCHULZ,Embalagem
CX. PAP. N. 7 P/ USO GERAL (IMPR. SOMAR) CAIXA DE PAPELAO DUPLO CRAFT ABAS TRANSPASSADAS SOMAR 07(PARA USO GERAL)-367x140x170mm,Embalagem
CX.PAP.N.83 MAQ. VERG.N2 S/IMPRESSÃO - SCHULZ CAIXA DE PAPEL,Embalagem
"'ELEMENTO FILTRANTE EM PAPEL MICRO POROSO ZIGUEZAGUE MONTADO SOBRE SUPORTE PLASTICO COM BORDA SUPERIOR EM BORRACHA PARTE DO FILTRO DE AR UTILIZADO NO ASPIRADOR DE PO MODELO 800W - ELEKTRO 800W 01 PC - COD. REF. 09 / 31 - FILTRO ''KIT'' - ELEKTRO 800 W PACKED IN A POLY BAG WITH A LABEL INFORMING SCHULZ CODE ------------------------------------ REVISAO SCHULZ MARCO /2015 ------------------------------------ FILTRO ""KIT"" - ELEKTRO 800 W ( INLET HEPA FILTER FRAME",Embalagem
Etiqueta tamanho 220mmX80mm em papel BOPP auto colante.,Embalagem
FILTRO SACO PAPEL 101/BOX,Embalagem
FILTRO SACO PAPEL PARA PO FINO 80 L (C/1pc),Embalagem
FORMULARIO DE TERMO DE RESPONSABILIDADE PARA RECEBIMENTO DE EPI (IMPRESSAO FRENTE E VERSO 2x1 CORES - PAPEL CARTOLINA 180G - FORMATO A4 - COR PALHA,Embalagem
FT030A-07-JUNTA PAPEL HIDRAULICO PARA VEDAÇÃO DO OLEO COM 6 FUROS PRÓPRIO PARA VEDAR O CARTER DA HIDROLAVADORA MODELO SCHULZ LRS35-450 (CODIGO-85031003) CASE COVER PAD - HIDRAULIC CARDBOARD FORNECEDOR : FEINGTIAN MODELO FT-30A REF. SPARE PARTS FOR FT-30A ITEM N.07 (FORNECEDOR SHANGHAI QUALIWAY) FORNECEDOR NACIONAL VEDAMOTORS CONFORME DESENHO - CORTICA TIPO B 16 MM,Embalagem
FT30C1-07-JUNTA PAPEL HIDRAULICO PARA VEDAÇÃO DO OLEO COM 8 FUROS PRÓPRIO PARA VEDAR O CARTER DA HIDROLAVADORA MODELO SCHULZ LRS35-450 (CODIGO-85031002) CRANKCASE GASKET - HIDRAULIC CARDBOARD FABRICANTE FENGTIAN - MODELO : FT-30C1 - REF. ITEM N. SHANGHAI QUALIWAY 07,Embalagem
GED13000-10-JUNTA EM PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO INFERIOR DO CARTER USO NO MOTOR DIESEL DO GERADOR S13000TD. INCLUDE: 01 PC - REF. 42 (COD. LT290F-01030) - OIL PAN GASKET PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S13000TD - 919.0217-0/919.0218-0,Embalagem
GED13000-33-JUNTA EM PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NA TAMPA DO MECANISMO DE MODULACAO USO NO MOTOR DIESEL DO GERADOR S13000TD. INCLUDE: 01 PC - REF. 148 (COD. T290F-08006) - WASHER PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S13000TD - 919.0217-0/919.0218-0,Embalagem
GED5000-03-CONJUNTO JUNTAS VEDACOES EM PAPELAO HIDRAULICO PARA O FILTRO DE AR COMPOSTO POR 02 PECAS SENDO: 01 JUNTA DO FILTRO DE AR E 01 JUNTA DO TUBO DE ADMISSAO USO NO MOTOR DIESEL DO GERADOR S5000TD. INCLUDE: 01 PC - REF. 21 - 01.03.10.11.003 - INLET PIPE GASKET (PAGE 7) 01 PC - REF. 02 - 01.03.10.013.002 - AIR CLEANER GASKET (PAGE 2) NOT ASSEMBLED PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S5000TD - 919.0212-0/919.0213-0,Embalagem
GERS12000-16-JUNTAS EM PAPELAO HIDRAULICO PARA VEDACAO DE GASES PROVENIENTES DO SILENCIOSO (ESCAPE) DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) DO GERADOR S12000MG. INCLUDE: 02 PCS - REF. 143 (COD. 012200003900) - MUFLER GASKET PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S12000MG - 919.0215-0/919.0216-0,Embalagem
GERS12000-33-CONJUNTO JUNTAS DE VEDACAO DO CARBURADOR COMPOSTO POR 05 PECAS SENDO: 02 JUNTAS DO TUBO DE ADMISSAO EM PAPELAO HIDRAULICO 02 JUNTAS DO CARBURADOR EM PAPELAO HIDRAULICO E 01 JUNTA DO FILTRO DE ADMISSAO DE AR EM PAPELAO HIDRAULICO USO NO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) DO GERADOR S12000MG. INCLUDE: 02 PCS - REF. 74 (COD. 012200004000) - INTAKE MANIFOLD GASKET 02 PCS - REF. 75 (COD. 012200005800) - CARBURATOR GASKET 01 PC - REF. 81 (COD. 012200005600) - AIR FILTER GASKET NOT ASSEMBLED PACKED IN THE SAME POLY BAG WITH A LABEL INFORMING SCHULZ CODE APPLICATION: GERADOR S12000MG - 919.0215-0/919.0216-0,Embalagem
GERS1200-04-JUNTAS PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). VEDACAO CABECOTE USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 01 PC - JUNTA TAMPA CABECOTE PAPELAO HIDRAULICO - COD. EG-M152-B05 01 PC - JUNTA CABECOTE PAPELAO HIDRAULICO - COD. EG-M152-B11 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. EG-M152-B05 01 PC - CYLINDER HEAD GASKET - COD. EG-M152-B11 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN,Embalagem
GERS1200-12-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 03 PCS - JUNTA - COD. EG-M152-E07 CARBURETION GASKET SET WITH: 03 PCS - GASKET - COD. EG-M152-E07 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN,Embalagem
GERS1200-27-JUNTAS DE PAPEL CARTAO (PAPELAO) DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). CONJUNTO COM DUAS UNIDADES. FABRICANTE LUTIAN. JUNTA SILENCIOSO USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 01 PC - JUNTA - COD. GG-M100-J01 01 PC - JUNTA - COD. GG-M100-J05 MUFFLER SET WITH: 01 PC - GASKET - COD. GG-M100-J01 01 PC - GASKET - COD. GG-M100-J05 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN,Embalagem
GERS2500-02-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S2500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO - COD. 01.01.10.007.004 01 PC - JUNTA DO CABECOTE EM PAPELAO HIDRAULICO - COD. 01.01.10.005.003 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.004 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.003 APLICACAO: GERADOR ELETRICO - S2500MG - 919.0207-0 FABRICANTE: LUTIAN,Embalagem
GERS2535-21-CONJUNTO DE JUNTAS DE PAPELAO HIDRAULICO E BORRACHA PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). COMPOSTO DE 04 PECAS SENDO: 01 JUNTA EM BORRACHA E 03 JUNTAS EM PAPELAO HIDRAULICO. CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.003 01 KIT WITH 2PCS - PAPER CARBURETOR PACKING - COD. 01.01.10.008.005 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.014.002 APLICACAO: GERADOR ELETRICO - S2500MG/S3500MG - 919.0207-0/919.0208-0 FABRICANTE: LUTIAN,Embalagem
GERS2535-26-JUNTA DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. JUNTA DO SILENCIOSO - COD. 01.01.10.024.004 USO MOTOR DO GERADOR S2500MG E S3500MG MUFFLER GASKET - COD. 01.01.10.024.004 APLICACAO: GERADOR ELETRICO - S2500MG/S3500MG - 919.0207-0/919.0208-0 FABRICANTE: LUTIAN,Embalagem
GERS3500-02-JUNTAS PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S2500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO - COD. 01.01.10.007.004 01 PC - JUNTA DO CABECOTE EM PAPELAO HIDRAULICO - COD. 01.01.10.005.004 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.004 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.004 APLICACAO: GERADOR ELETRICO - S3500MG - 919.0208-0 FABRICANTE: LUTIAN,Embalagem
GERS5500-02-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S5500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO COM INSERTO METALICO - COD. 01.01.10.007.006 01 JUNTA TAMPA DAS VALVULA EM BORRACHA VULCANIZADA NÃO ENDURECIDA - COD. 01.01.10.005.008 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.006 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.008 PACKED A ONE SET ONE BAG WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
GERS5500-27-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR E DO SUPORTE FILTRO DE AR USO MOTOR DO GERADOR S5500MG COMPOSTO POR: 01 PC - JUNTA SUPORTE FILTRO DE AR PAPELAO HIDRAULICO - COD. 01.01.10.001.004 01 PC- JUNTA PAPELAO HIDRAULICO - COD. 01.01.10.008.007 01 PC - JUNTA PAPELAO HIDRAULICO CONECTOR DO CARBURADOR - COD. 01.01.04.005.001 CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.004 01 PC - AIR CLEANER PACKING PAPER (IN/EX) - COD. 01.01.10.008.007 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.005.001 PACKED INSIDE PLASTIC BAG. UNASSEMBLED. WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
GERS5500-34-JUNTA DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. JUNTA DO SILENCIOSO - COD. 1.01.10.024.005 USO MOTOR DO GERADOR S5500MG MUFFLER GASKET - COD. 1.01.10.024.005 EACH MUFFLER GASKET PACKED SEPARETELY. WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
GERS950-02-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CILINDRO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). COMPOSTO DE 02 PECAS SENDO: 01 JUNTA DO CILINDRO E 01 JUNTA DA TAMPA DO CILINDRO. REPARO CILINDRO USO MOTOR DO GERADOR S950MG COMPOSTO POR: 01 PC - JUNTA DO CILINDRO - COD. 022010001200 01 PC - JUNTA TAMPA DO CILINDRO - COD. 022010001400 CYLINDER REPAIR SET WITH: 01 PC - CYLINDER GASKET - COD. 022010001200 01 PC - CYLINDER CAP GASKET - COD. 022010001400 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
GERS950-11-JUNTA DE PAPELAO HIDRAULICO PARA VEDACAO DE GASES E OLEO NA VALVULA DE ADMISSAO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO VALVULA DE ADMISSAO - COD. 022010001900 USO MOTOR DO GERADOR S950MG INTAKE VALVE GASKET - COD. 022010001900 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
GERS950-13-JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE COMBUSTIVEL E AR ATMOSFERICO NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO CARBURADOR USO MOTOR DO GERADOR S950MG COMPOSTO POR: 01 PC - JUNTA TRASEIRA - COD. 022010002000 01 PC - JUNTA DIANTEIRA - COD. 22010002100 CARBURETOR REPAIR SET WITH: 01 PC - INTAKE GASKET - COD. 022010002000 01 PC - CARBURATOR GASKET B - COD. 22010002100 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
"HPS-00147-FILTRO SACO PAPEL 101/BOX ***(OBS.: REFERENCIA DA ""SOTECO"" 00147)*** FILTRO SACO PAPEL",Embalagem
"HPS-02875-FILTRO SACO PAPEL 400 ***(OBS.: REFERENCIA DA ""SOTECO"" 02875)*** **CODIGO DE BARRAS - 789689344673-4** FILTRO SACO PAPEL",Embalagem
JUNTA DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. JUNTA DO SILENCIOSO - COD. 01.01.10.024.004 USO MOTOR DO GERADOR S2500MG E S3500MG MUFFLER GASKET - COD. 01.01.10.024.004 APLICACAO: GERADOR ELETRICO - S2500MG/S3500MG - 919.0207-0/919.0208-0 FABRICANTE: LUTIAN,Embalagem
JUNTA DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. JUNTA DO SILENCIOSO - COD. 1.01.10.024.005 USO MOTOR DO GERADOR S5500MG MUFFLER GASKET - COD. 1.01.10.024.005 EACH MUFFLER GASKET PACKED SEPARETELY. WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
JUNTA DE PAPELAO HIDRAULICO NA 1002 SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR ESPESSURA 08 MM LIMITES DE TEMPERATURA 400°C - PRESSAO MAXIMA 110 BAR EM FORMATO QUADRADO COM DIAMETRO INTERNO DE 120MM PARA VEDACAO DA PASSAGEM DE AR E OLEO NA VALVULA DE ADMISSAO EVO9 **CONFORME DESENHO**,Embalagem
JUNTA DE PAPELAO HIDRAULICO PARA VEDACAO DE GASES E OLEO NA VALVULA DE ADMISSAO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO VALVULA DE ADMISSAO - COD. 022010001900 USO MOTOR DO GERADOR S950MG INTAKE VALVE GASKET - COD. 022010001900 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
JUNTA PAPELAO HIDRAULICO PARA VEDACAO DO OLEO NO CILINDRO DO COMPRESSOR DE AR CSA82 DIAMETRO INTERNO 63 MM REFERENCIA FORNECEDOR - 12 CYLINDER GASKET (HYDRAULIC CARDBOARD) ----------------------------------REVISAO SCHULZ JUL/AGO 2013------------------------------- JUNTA VEDACAO DO CILINDRO PARA O COMPRESSOR DE AR CSA 8.2 (PAPELAO HIDRAULICO) REF. FORNECEDOR SHIMGE ITEM NO.12 ON THE EXPLORE PICTURE - SHIMGE PART NUMBER SGFL9131-B-12 127V 60HZ 2 HP AND SGFL9131-C-12 220V 60HZ 2 HP FOR AIR PUMP CYLINDER GASKET (HYDRAULIC CARDBOARD) JUNTA DO CILINDRO EM PAPELAO HIDRAULICO PARA VEDAR O OLEO LUBRIFICANTE.,Embalagem
JUNTAS DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE GASES E OLEO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. JUNTA SILENCIOSO USO MOTOR DO GERADOR S1200MG COMPOSTO POR: 01 PC - JUNTA - COD. GG-M100-J01 01 PC - JUNTA - COD. GG-M100-J05 MUFFLER SET WITH: 01 PC - GASKET - COD. GG-M100-J01 01 PC - GASKET - COD. GG-M100-J05 APLICACAO: GERADOR ELETRICO - S1200MG - 919.0205-0/919.0206-0 FABRICANTE: LUTIAN,Embalagem
JUNTAS DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE OLEO NO MOTOR DE INGNICAO POR CENTELHA (COMBUSTAO) DA ROCADEIRA DE GRAMA CURVO MANUAL A GASOLINA FABRICANTE YAT. KIT JUNTAS PARA USO NO MOTOR DA ROCADEIRA DE GRAMA CURVO - 25CC (750W)COMPOSTO POR: 02 PCS - JUNTAS DO CARTER - COD. 9202-923106-0100010 01 PC - JUNTA DO CILINDRO - COD. 9202-923005-0300020 01 PC - JUNTA DO SILENCIOSO - COD. 8202-923102-0000010 01 PC - JUNTA ISOLACAO DE CALOR - COD. 9202-923004-0200020 01 PC - JUNTA DO CARBURADOR - COD. 8202-903201-0000010 WASHER SET WITH: 02 PCS - WASHER - COD. 9202-923106-0100010 01 PC - WASHER - COD. 9202-923005-0300020 01 PC - WASHER - COD. 8202-923102-0000010 01 PC - HEAT INSULATION WASHER - COD. 9202-923004-0200020 01 PC - WASHER - COD. 8202-903201-0000010 APLICACAO: FERRAMENTA DE JARDINAGEM - ROCADEIRA DE GRAMA CURVO - 25CC (750W) - 918.0203-0 FABRICANTE: YAT,Embalagem
JUNTAS DE CARTAO/PAPELAO DE ALTA TEMPERATURA PARA VEDACAO DE OLEO NO MOTOR DE INGNICAO POR CENTELHA (COMBUSTAO) DA ROCADEIRA DE GRAMA RETO MANUAL A GASOLINA FABRICANTE YAT. KIT JUNTAS PARA USO NO MOTOR DA ROCADEIRA DE GRAMA RETO - 35CC (1300W)COMPOSTO POR: 01 PC - JUNTA DO CARTER TRASEIRA - COD. 8202-987202-0000010 02 PC - RETENTOR DE OLEO - COD. 9208-987105-0000010 01 PC - JUNTA DO CARTER CENTRAL - COD. 8202-987205-0000010 01 PC - JUNTA DO CILINDRO - COD. 8202-987204-0000010 01 PC - JUNTA DO CARBURADOR - COD. 8202-987203-0000010 01 PC - JUNTA DO CARTER FRONTAL - COD. 8202-987201-0000010 GASKET SET WITH: 01 PC - PAPER WASHER - COD. 8202-987202-0000010 02 PC - OIL SEAL - COD. 9208-987105-0000010 01 PC - PAPER WASHER - COD. 8202-987205-0000010 01 PC - PAPER WASHER - COD. 8202-987204-0000010 01 PC - ENTER AIR WASHER - COD. 8202-987203-0000010 01 PC - PAPER WASHER - COD. 8202-987201-0000010 APLICACAO: FERRAMENTA DE JARDINAGEM - ROCADEIRA DE GRAMA RETO - 35CC (1300W),Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE COMBUSTIVEL E AR ATMOSFERICO NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO CARBURADOR USO MOTOR DO GERADOR S950MG COMPOSTO POR: 01 PC - JUNTA TRASEIRA - COD. 022010002000 01 PC - JUNTA DIANTEIRA - COD. 22010002100 CARBURETOR REPAIR SET WITH: 01 PC - INTAKE GASKET - COD. 022010002000 01 PC - CARBURATOR GASKET B - COD. 22010002100 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S2500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO - COD. 01.01.10.007.004 01 PC - JUNTA DO CABECOTE EM PAPELAO HIDRAULICO - COD. 01.01.10.005.003 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.004 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.003 APLICACAO: GERADOR ELETRICO - S2500MG - 919.0207-0 FABRICANTE: LUTIAN,Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE LUTIAN. VEDACAO CABECOTE USO MOTOR DO GERADOR S5500MG COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO COM INSERTO METALICO - COD. 01.01.10.007.006 01 JUNTA TAMPA DAS VALVULA EM BORRACHA VULCANIZADA NÃO ENDURECIDA - COD. 01.01.10.005.008 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.006 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.008 PACKED A ONE SET ONE BAG WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CILINDRO DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FABRICANTE UNITED POWER. REPARO CILINDRO USO MOTOR DO GERADOR S950MG COMPOSTO POR: 01 PC - JUNTA DO CILINDRO - COD. 022010001200 01 PC - JUNTA TAMPA DO CILINDRO - COD. 022010001400 CYLINDER REPAIR SET WITH: 01 PC - CYLINDER GASKET - COD. 022010001200 01 PC - CYLINDER CAP GASKET - COD. 022010001400 APLICACAO: GERADOR ELETRICO - S950MG - 919.0203-0/919.0204-0 FABRICANTE: UNITED POWER,Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR E DO SUPORTE FILTRO DE AR USO MOTOR DO GERADOR S5500MG COMPOSTO POR: 01 PC - JUNTA SUPORTE FILTRO DE AR PAPELAO HIDRAULICO - COD. 01.01.10.001.004 01 PC - JUNTA PAPELAO HIDRAULICO - COD. 01.01.10.008.007 01 PC - JUNTA PAPELAO HIDRAULICO CONECTOR DO CARBURADOR - COD. 01.01.04.005.001 CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.004 01 PC - AIR CLEANER PACKING PAPER (IN/EX) - COD. 01.01.10.008.007 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.005.001 PACKED INSIDE PLASTIC BAG. UNASSEMBLED. WITH A LABEL INFORMING SCHULZ CODE. APLICACAO: GERADOR ELETRICO - S5500MG - 919.0209-0 FABRICANTE: LUTIAN,Embalagem
JUNTAS DE PAPELAO HIDRAULICO PARA VEDACOES LIQUIDAS ALOJADAS NO CARBURADOR DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO). FORNECEDOR LUTIAN. JUNTAS DO CARBURADOR E FILTRO DE AR COMPOSTO POR: 01 PC - JUNTA FILTRO DE AR PAPELAO HIDRAULICO - COD. 01.01.10.001.004 01 CJ COM 02 PCS DE JUNTA PAPELAO HIDRAULICO - COD. 01.01.10.008.006 01 PC - JUNTA PAPELAO HIDRAULICO CONECTOR DO CARBURADOR - COD. 01.01.04.005.001 CARBURETOR GASKET SET WITH: 01 PC - AIR CLEANER PACKING - COD. 01.01.10.001.004 01 KIT WITH 2PCS - PAPER CARBURETOR PACKING - COD. 01.01.10.008.006 01 PC - CARBURETOR CONNECTING PACKING - COD. 01.01.04.005.001 APLICACAO: MOTOR A GASOLINA MGS8 - 038.0202-0 FABRICANTE: LUTIAN,Embalagem
